PLAYER;SURFACE;W;L;Ace_Pct;Df_Pct;1st_Serve_Pct;1st_Serve_Won_Pct;2nd_Serve_Won_Pct;Break_Pt_Saved_Pct;Break_Pt_Won_Pct;1st_Serve_Return_Won_Pct;2nd_Serve_Return_Won_Pct;bp_oppy;Games_Played;Rank;Points
Maxime Janvier;Clay;43;35;0.045;0.035;0.582;0.703;0.543;0.595;0.418;0.345;0.583;593;78;196;262
Maxime Janvier;Hard;44;49;0.061;0.04;0.594;0.725;0.574;0.615;0.397;0.29;0.549;562;93;196;262
Maxime Tabatruong;Clay;6;11;0.04;0.054;0.569;0.641;0.544;0.57;0.438;0.317;0.576;128;17;-;0
Maxime Tabatruong;Hard;12;17;0.068;0.035;0.554;0.696;0.544;0.626;0.438;0.294;0.534;153;29;-;0
Maxime Teixeira;Clay;11;25;0.041;0.065;0.628;0.619;0.498;0.537;0.432;0.321;0.564;229;36;-;0
Maxime Teixeira;Hard;16;27;0.069;0.056;0.62;0.681;0.506;0.498;0.443;0.305;0.537;255;43;-;0
Maximilian Marterer;Clay;56;38;0.06;0.024;0.622;0.696;0.562;0.635;0.438;0.328;0.539;569;94;74;706
Maximilian Marterer;Hard;53;40;0.106;0.025;0.63;0.738;0.595;0.626;0.401;0.258;0.546;509;93;74;706
Maximilian Neuchrist;Clay;9;13;0.056;0.036;0.645;0.691;0.538;0.575;0.434;0.305;0.616;143;22;325;79
Maximilian Neuchrist;Hard;34;28;0.098;0.029;0.655;0.722;0.536;0.649;0.386;0.266;0.542;347;62;325;79
Maximiliano Estevez;Clay;18;16;0.032;0.056;0.644;0.615;0.563;0.576;0.441;0.351;0.614;263;34;-;0
Maximo Gonzalez;Clay;121;77;0.027;0.034;0.637;0.658;0.581;0.603;0.434;0.352;0.611;1632;198;439;20
Maximo Gonzalez;Hard;8;13;0.027;0.038;0.589;0.666;0.555;0.526;0.461;0.264;0.623;141;21;439;20
Michael Berrer;Clay;13;20;0.053;0.036;0.662;0.685;0.56;0.612;0.348;0.295;0.506;204;33;-;0
Michael Berrer;Grass;3;7;0.097;0.051;0.648;0.716;0.567;0.587;0.317;0.298;0.443;60;10;-;0
Michael Berrer;Hard;76;43;0.086;0.034;0.659;0.727;0.588;0.619;0.393;0.286;0.533;754;119;-;0
Michael Lammer;Clay;5;5;0.025;0.034;0.55;0.654;0.517;0.602;0.413;0.3;0.599;63;10;-;0
Michael Linzer;Clay;44;55;0.045;0.047;0.589;0.652;0.543;0.581;0.435;0.33;0.563;612;99;-;0
Michael Llodra;Hard;4;8;0.097;0.042;0.695;0.703;0.531;0.571;0.317;0.241;0.519;41;12;-;0
Michael Look;Hard;6;6;0.082;0.037;0.645;0.691;0.605;0.545;0.366;0.313;0.588;71;12;664;1
Michael Mmoh;Clay;7;9;0.033;0.065;0.662;0.595;0.588;0.487;0.415;0.372;0.542;135;16;103;563
Michael Mmoh;Grass;5;7;0.05;0.049;0.676;0.708;0.607;0.613;0.38;0.256;0.572;79;12;103;563
Michael Mmoh;Hard;87;54;0.057;0.054;0.641;0.701;0.577;0.58;0.436;0.302;0.566;912;141;103;563
Michael Redlicki;Hard;10;5;0.079;0.041;0.621;0.741;0.588;0.625;0.398;0.27;0.59;98;15;405;30
Michael Russell;Hard;23;24;0.029;0.039;0.635;0.669;0.565;0.593;0.368;0.289;0.598;353;47;-;0
Michael Shabaz;Hard;3;7;0.057;0.042;0.544;0.714;0.533;0.603;0.327;0.241;0.538;52;10;-;0
Michael Venus;Hard;13;23;0.129;0.056;0.553;0.758;0.576;0.634;0.339;0.244;0.52;186;36;-;0
Michael Zhu;Hard;3;7;0.018;0.048;0.599;0.569;0.51;0.592;0.464;0.303;0.575;56;10;661;1
Michal Dembek;Clay;2;11;0.039;0.045;0.542;0.639;0.495;0.505;0.333;0.29;0.57;90;13;-;0
Michal Konecny;Clay;3;12;0.055;0.056;0.582;0.667;0.503;0.574;0.311;0.281;0.461;74;15;-;0
Michal Konecny;Hard;7;20;0.057;0.066;0.591;0.695;0.573;0.579;0.415;0.291;0.493;123;27;-;0
Michal Przysiezny;Clay;4;14;0.063;0.047;0.577;0.7;0.522;0.603;0.31;0.253;0.545;100;18;543;7
Michal Przysiezny;Grass;11;8;0.126;0.049;0.627;0.774;0.596;0.703;0.429;0.237;0.552;84;19;543;7
Michal Przysiezny;Hard;67;60;0.11;0.047;0.597;0.749;0.581;0.627;0.385;0.261;0.524;729;127;543;7
Michel Vernier;Clay;8;14;0.027;0.036;0.649;0.664;0.567;0.583;0.395;0.313;0.6;152;22;-;0
Mick Lescure;Hard;11;10;0.054;0.069;0.488;0.729;0.552;0.574;0.5;0.333;0.604;152;21;-;0
Micke Kontinen;Clay;6;5;0.039;0.03;0.61;0.63;0.557;0.602;0.371;0.367;0.548;97;11;-;0
Miguel Angel Reyes Varela;Hard;2;9;0.041;0.037;0.553;0.68;0.528;0.514;0.269;0.227;0.505;52;11;-;0
Mikael Torpegaard;Hard;32;20;0.076;0.046;0.574;0.728;0.585;0.622;0.425;0.311;0.614;358;52;330;71
Mikael Ymer;Clay;38;28;0.02;0.044;0.639;0.63;0.513;0.569;0.446;0.359;0.616;563;66;255;170
Mikael Ymer;Hard;34;22;0.031;0.042;0.649;0.657;0.55;0.613;0.418;0.35;0.605;478;56;255;170
Mikelis Libietis;Hard;9;13;0.102;0.055;0.573;0.706;0.508;0.593;0.32;0.302;0.532;153;22;-;0
Mikhail Elgin;Clay;10;12;0.074;0.044;0.575;0.692;0.522;0.574;0.459;0.313;0.575;148;22;-;0
Mikhail Elgin;Hard;17;27;0.089;0.042;0.614;0.717;0.513;0.603;0.428;0.296;0.572;269;44;-;0
Mikhail Kukushkin;Clay;38;42;0.021;0.017;0.653;0.644;0.542;0.607;0.45;0.308;0.573;573;80;53;935
Mikhail Kukushkin;Grass;9;12;0.049;0.014;0.64;0.681;0.531;0.703;0.41;0.301;0.545;161;21;53;935
Mikhail Kukushkin;Hard;103;82;0.045;0.02;0.601;0.689;0.561;0.624;0.407;0.275;0.596;1298;185;53;935
Mikhail Ledovskikh;Hard;9;9;0.13;0.033;0.579;0.758;0.547;0.7;0.392;0.292;0.564;97;18;-;0
Mikhail Youzhny;Clay;21;39;0.035;0.035;0.62;0.652;0.556;0.588;0.362;0.291;0.533;420;60;-;0
Mikhail Youzhny;Grass;16;16;0.047;0.026;0.662;0.706;0.612;0.604;0.337;0.267;0.546;243;32;-;0
Mikhail Youzhny;Hard;81;70;0.052;0.046;0.589;0.687;0.576;0.607;0.434;0.3;0.586;1010;151;-;0
Miki Jankovic;Clay;10;15;0.057;0.019;0.632;0.689;0.515;0.588;0.462;0.267;0.545;119;25;-;0
Miki Jankovic;Hard;5;9;0.085;0.036;0.59;0.71;0.513;0.692;0.295;0.254;0.533;78;14;-;0
Miliaan Niesten;Hard;19;17;0.017;0.038;0.652;0.615;0.551;0.574;0.43;0.352;0.651;309;36;448;19
Miljan Zekic;Clay;56;55;0.062;0.037;0.607;0.693;0.545;0.592;0.42;0.316;0.545;712;111;339;67
Miljan Zekic;Hard;2;8;0.08;0.036;0.614;0.656;0.514;0.544;0.271;0.227;0.536;48;10;339;67
Milos Raonic;Clay;40;17;0.147;0.035;0.633;0.783;0.591;0.677;0.36;0.309;0.502;381;57;18;1855
Milos Raonic;Grass;32;10;0.233;0.037;0.675;0.824;0.677;0.736;0.338;0.243;0.527;275;42;18;1855
Milos Raonic;Hard;120;52;0.195;0.046;0.617;0.818;0.63;0.688;0.371;0.263;0.511;936;172;18;1855
Milos Sekulic;Clay;4;7;0.021;0.058;0.532;0.657;0.501;0.527;0.5;0.342;0.605;84;11;-;0
Miloslav Mecir Jr;Clay;13;14;0.041;0.029;0.602;0.673;0.545;0.626;0.349;0.327;0.511;212;27;-;0
Miloslav Mecir Jr;Hard;8;13;0.087;0.034;0.628;0.732;0.575;0.619;0.352;0.258;0.525;108;21;-;0
Miomir Kecmanovic;Clay;15;13;0.037;0.031;0.562;0.688;0.549;0.657;0.383;0.31;0.637;230;28;131;433
Miomir Kecmanovic;Hard;41;22;0.055;0.026;0.599;0.713;0.566;0.626;0.468;0.293;0.568;378;63;131;433
Mirza Basic;Clay;18;31;0.051;0.019;0.594;0.67;0.521;0.523;0.38;0.289;0.531;345;49;87;636
Mirza Basic;Grass;4;9;0.082;0.03;0.626;0.715;0.549;0.492;0.27;0.241;0.525;74;13;87;636
Mirza Basic;Hard;116;76;0.082;0.029;0.593;0.737;0.57;0.636;0.409;0.276;0.542;1109;192;87;636
Mischa Zverev;Clay;34;33;0.06;0.023;0.635;0.683;0.549;0.612;0.413;0.336;0.536;477;67;69;750
Mischa Zverev;Grass;16;12;0.1;0.03;0.657;0.763;0.566;0.674;0.363;0.289;0.536;182;28;69;750
Mischa Zverev;Hard;68;72;0.074;0.034;0.632;0.717;0.553;0.614;0.414;0.295;0.543;863;140;69;750
Mitchell Krueger;Clay;21;26;0.04;0.039;0.608;0.67;0.556;0.582;0.416;0.326;0.586;329;47;228;216
Mitchell Krueger;Hard;73;90;0.057;0.036;0.61;0.685;0.544;0.619;0.372;0.298;0.568;1091;163;228;216
Moez Echargui;Clay;5;7;0.037;0.035;0.659;0.673;0.52;0.598;0.33;0.316;0.515;94;12;633;2
Mohamed Safwat;Clay;31;55;0.041;0.039;0.58;0.677;0.556;0.552;0.38;0.286;0.558;550;86;184;276
Mohamed Safwat;Hard;43;54;0.059;0.036;0.605;0.704;0.54;0.635;0.363;0.286;0.522;575;97;184;276
N Sriram Balaji;Clay;8;6;0.088;0.049;0.569;0.709;0.585;0.709;0.4;0.307;0.55;80;14;401;31
N Sriram Balaji;Hard;16;36;0.094;0.045;0.582;0.712;0.536;0.636;0.394;0.269;0.525;274;52;401;31
N Vijay Sundar Prashanth;Hard;28;39;0.07;0.045;0.576;0.704;0.56;0.59;0.395;0.285;0.548;380;67;-;0
Nam Hoang Ly;Hard;13;11;0.04;0.035;0.618;0.655;0.539;0.556;0.483;0.351;0.604;172;24;434;22
Naoki Nakagawa;Hard;6;14;0.055;0.047;0.562;0.652;0.522;0.592;0.419;0.294;0.599;129;20;-;0
Nathan Pasha;Hard;12;17;0.047;0.043;0.664;0.669;0.524;0.618;0.36;0.29;0.543;172;29;508;10
Nathaniel Lammons;Hard;7;13;0.102;0.046;0.619;0.725;0.553;0.568;0.383;0.279;0.498;107;20;594;3
Neil Pauffley;Grass;2;9;0.071;0.053;0.612;0.707;0.5;0.47;0.373;0.319;0.536;67;11;-;0
Nicaise Muamba;Hard;1;9;0.053;0.059;0.555;0.664;0.533;0.57;0.273;0.212;0.555;44;10;-;0
Nick Chappell;Hard;3;9;0.044;0.037;0.578;0.672;0.535;0.602;0.371;0.306;0.504;70;12;620;3
Nick Kyrgios;Clay;33;18;0.127;0.035;0.654;0.746;0.602;0.639;0.37;0.273;0.536;332;51;35;1125
Nick Kyrgios;Grass;23;11;0.195;0.042;0.684;0.772;0.629;0.677;0.38;0.235;0.474;192;34;35;1125
Nick Kyrgios;Hard;87;44;0.182;0.046;0.634;0.781;0.616;0.671;0.391;0.249;0.553;790;131;35;1125
Nicola Kuhn;Clay;21;14;0.021;0.03;0.66;0.635;0.581;0.588;0.413;0.346;0.582;271;35;245;190
Nicola Kuhn;Hard;15;18;0.049;0.037;0.604;0.683;0.579;0.607;0.344;0.297;0.567;224;33;245;190
Nicolaas Scholtz;Hard;7;24;0.126;0.05;0.627;0.728;0.554;0.603;0.339;0.214;0.508;118;31;540;8
Nicolas Almagro;Clay;66;48;0.096;0.036;0.554;0.753;0.563;0.576;0.363;0.311;0.529;821;114;-;0
Nicolas Almagro;Hard;15;25;0.133;0.045;0.549;0.754;0.577;0.581;0.34;0.233;0.515;200;40;-;0
Nicolas Alvarez;Clay;9;9;0.051;0.028;0.628;0.651;0.54;0.609;0.47;0.365;0.574;132;18;567;6
Nicolas Barrientos;Clay;16;28;0.032;0.05;0.674;0.648;0.538;0.599;0.413;0.3;0.566;293;44;-;0
Nicolas Barrientos;Hard;26;30;0.037;0.057;0.664;0.671;0.61;0.604;0.364;0.292;0.565;401;56;-;0
Nicolas Jarry;Clay;100;65;0.091;0.036;0.638;0.734;0.611;0.642;0.378;0.294;0.534;1040;165;43;1022
Nicolas Jarry;Hard;28;31;0.125;0.036;0.614;0.755;0.583;0.651;0.403;0.247;0.531;300;59;43;1022
Nicolas Kicker;Clay;99;75;0.027;0.035;0.638;0.667;0.573;0.575;0.425;0.34;0.581;1346;174;178;285
Nicolas Kicker;Hard;9;14;0.028;0.039;0.626;0.66;0.575;0.613;0.38;0.278;0.539;142;23;178;285
Nicolas Mahut;Clay;9;21;0.053;0.031;0.615;0.681;0.516;0.573;0.379;0.287;0.449;161;30;190;270
Nicolas Mahut;Grass;21;13;0.101;0.039;0.64;0.755;0.584;0.639;0.392;0.303;0.534;217;34;190;270
Nicolas Mahut;Hard;80;77;0.084;0.039;0.601;0.745;0.56;0.584;0.375;0.271;0.551;954;157;190;270
Nicolas Meister;Hard;34;33;0.037;0.033;0.603;0.684;0.552;0.584;0.403;0.309;0.608;457;67;545;7
Nicolas Santos;Clay;7;6;0.015;0.098;0.652;0.656;0.622;0.512;0.423;0.335;0.651;97;13;-;0
Niels Desein;Clay;7;21;0.045;0.052;0.583;0.689;0.498;0.543;0.402;0.311;0.559;194;28;661;1
Niels Desein;Hard;33;35;0.073;0.038;0.61;0.701;0.536;0.584;0.403;0.285;0.595;459;68;661;1
Nigmat Shofayziev;Hard;4;11;0.107;0.067;0.61;0.649;0.474;0.625;0.301;0.276;0.556;83;15;-;0
Nik Razborsek;Clay;6;5;0.031;0.044;0.546;0.652;0.537;0.618;0.402;0.333;0.585;82;11;597;3
Nikola Cacic;Clay;20;23;0.049;0.031;0.585;0.691;0.51;0.619;0.387;0.312;0.538;256;43;-;0
Nikola Cacic;Hard;10;16;0.075;0.032;0.626;0.721;0.575;0.672;0.397;0.233;0.555;121;26;-;0
Nikola Mektic;Clay;32;28;0.058;0.024;0.603;0.693;0.547;0.601;0.364;0.314;0.573;448;60;-;0
Nikola Mektic;Hard;26;43;0.084;0.022;0.61;0.697;0.542;0.578;0.366;0.281;0.545;440;69;-;0
Nikola Milojevic;Clay;21;26;0.037;0.051;0.577;0.661;0.544;0.518;0.448;0.332;0.579;359;47;174;300
Nikola Milojevic;Hard;60;51;0.058;0.059;0.577;0.704;0.572;0.596;0.467;0.305;0.597;709;111;174;300
Nikolay Davydenko;Hard;5;6;0.065;0.034;0.686;0.69;0.574;0.588;0.382;0.25;0.569;76;11;-;0
Nikoloz Basilashvili;Clay;54;46;0.029;0.049;0.624;0.639;0.572;0.56;0.399;0.319;0.561;809;100;21;1795
Nikoloz Basilashvili;Grass;7;12;0.04;0.051;0.628;0.671;0.624;0.565;0.294;0.237;0.504;109;19;21;1795
Nikoloz Basilashvili;Hard;85;71;0.048;0.05;0.621;0.682;0.581;0.619;0.415;0.299;0.574;1102;156;21;1795
Nils Langer;Clay;22;24;0.056;0.046;0.584;0.7;0.561;0.618;0.443;0.306;0.555;280;46;-;0
Nils Langer;Hard;38;31;0.074;0.048;0.597;0.716;0.589;0.601;0.378;0.306;0.548;468;69;-;0
Nino Serdarusic;Clay;12;20;0.059;0.063;0.547;0.698;0.53;0.575;0.379;0.292;0.576;198;32;264;158
Nino Serdarusic;Hard;9;15;0.096;0.048;0.57;0.734;0.551;0.524;0.407;0.276;0.526;113;24;264;158
Noah Rubin;Clay;16;13;0.04;0.04;0.614;0.661;0.562;0.591;0.413;0.32;0.552;213;29;135;424
Noah Rubin;Hard;62;54;0.05;0.051;0.592;0.684;0.588;0.582;0.431;0.277;0.604;743;116;135;424
Norbert Gombos;Clay;62;54;0.058;0.057;0.599;0.697;0.557;0.612;0.411;0.334;0.588;917;116;247;189
Norbert Gombos;Hard;102;82;0.084;0.051;0.617;0.735;0.579;0.638;0.378;0.294;0.562;1281;184;247;189
Novak Djokovic;Clay;69;14;0.048;0.019;0.673;0.711;0.591;0.615;0.444;0.357;0.598;815;83;1;9045
Novak Djokovic;Grass;35;3;0.094;0.024;0.69;0.774;0.629;0.76;0.38;0.309;0.6;400;38;1;9045
Novak Djokovic;Hard;188;26;0.069;0.029;0.649;0.746;0.624;0.658;0.443;0.337;0.637;1875;214;1;9045
Oliver Anderson;Hard;4;6;0.028;0.041;0.572;0.666;0.5;0.5;0.388;0.311;0.575;67;10;-;0
Olukayode Alafia Damina Ayeni;Hard;5;6;0.061;0.065;0.613;0.669;0.588;0.623;0.383;0.273;0.598;60;11;459;17
Omar Giacalone;Clay;10;19;0.016;0.054;0.572;0.641;0.543;0.543;0.386;0.328;0.56;220;29;-;0
Omar Jasika;Hard;38;43;0.035;0.046;0.649;0.647;0.579;0.587;0.44;0.289;0.579;486;81;470;15
Omar Salman;Clay;6;11;0.05;0.043;0.605;0.7;0.526;0.5;0.443;0.287;0.537;79;17;677;1
Oriol Roca Batalla;Clay;26;32;0.046;0.037;0.602;0.673;0.541;0.548;0.353;0.316;0.555;411;58;383;41
Orlando Luz;Clay;17;24;0.051;0.05;0.551;0.674;0.55;0.555;0.418;0.312;0.574;299;41;473;15
Oscar Jose Gutierrez;Clay;12;10;0.024;0.057;0.6;0.633;0.549;0.555;0.458;0.355;0.644;168;22;672;1
Oscar Otte;Clay;51;31;0.074;0.055;0.605;0.712;0.551;0.624;0.494;0.338;0.569;506;82;167;317
Oscar Otte;Hard;24;24;0.111;0.073;0.601;0.736;0.552;0.571;0.426;0.294;0.595;310;48;167;317
Pablo Andujar;Clay;62;42;0.017;0.032;0.659;0.646;0.57;0.597;0.419;0.364;0.595;887;104;82;658
Pablo Andujar;Hard;12;33;0.03;0.042;0.637;0.642;0.546;0.538;0.393;0.283;0.593;305;45;82;658
Pablo Carreno Busta;Clay;112;67;0.049;0.023;0.623;0.697;0.548;0.587;0.441;0.318;0.587;1365;179;23;1705
Pablo Carreno Busta;Hard;64;60;0.058;0.025;0.639;0.691;0.565;0.6;0.425;0.275;0.576;838;124;23;1705
Pablo Cuevas;Clay;126;57;0.069;0.037;0.599;0.732;0.601;0.636;0.445;0.322;0.566;1352;183;88;630
Pablo Cuevas;Grass;5;7;0.113;0.041;0.576;0.75;0.549;0.698;0.38;0.211;0.474;50;12;88;630
Pablo Cuevas;Hard;33;45;0.078;0.044;0.591;0.714;0.564;0.6;0.373;0.281;0.532;477;78;88;630
Pablo Vivero Gonzalez;Hard;7;11;0.056;0.087;0.56;0.7;0.563;0.561;0.395;0.259;0.604;119;18;581;5
Paolo Lorenzi;Clay;150;79;0.056;0.034;0.556;0.711;0.559;0.603;0.443;0.342;0.566;1778;229;109;525
Paolo Lorenzi;Grass;3;13;0.053;0.027;0.598;0.691;0.522;0.572;0.313;0.244;0.52;96;16;109;525
Paolo Lorenzi;Hard;51;56;0.064;0.037;0.577;0.715;0.548;0.58;0.425;0.283;0.553;697;107;109;525
Pascal Brunner;Clay;3;8;0.057;0.026;0.583;0.66;0.481;0.533;0.463;0.319;0.582;67;11;-;0
Patricio Heras;Clay;24;22;0.02;0.05;0.592;0.656;0.578;0.573;0.439;0.344;0.58;351;46;460;17
Patrick Kypson;Hard;10;13;0.062;0.038;0.598;0.674;0.562;0.526;0.38;0.253;0.544;129;23;452;18
Patrik Nema;Hard;3;7;0.094;0.067;0.601;0.762;0.565;0.621;0.317;0.255;0.495;41;10;-;0
Patrik Niklas Salminen;Clay;5;7;0.04;0.047;0.656;0.664;0.512;0.524;0.411;0.281;0.538;56;12;589;4
Patrik Rikl;Clay;4;12;0.043;0.034;0.634;0.647;0.52;0.585;0.46;0.285;0.551;87;16;553;7
Patrik Rosenholm;Hard;10;7;0.073;0.028;0.592;0.742;0.592;0.711;0.313;0.278;0.497;99;17;-;0
Paul Henri Mathieu;Clay;49;38;0.041;0.043;0.569;0.685;0.569;0.574;0.433;0.314;0.587;609;87;-;0
Paul Henri Mathieu;Grass;3;7;0.066;0.044;0.587;0.72;0.585;0.635;0.327;0.19;0.589;49;10;-;0
Paul Henri Mathieu;Hard;54;56;0.073;0.048;0.552;0.724;0.565;0.623;0.392;0.261;0.564;683;110;-;0
Pavel Kotov;Clay;7;5;0.035;0.056;0.572;0.669;0.578;0.64;0.459;0.339;0.632;98;12;344;62
Pavel Kotov;Hard;6;7;0.065;0.035;0.546;0.675;0.543;0.626;0.427;0.307;0.597;82;13;344;62
Pavel Krainik;Hard;9;29;0.071;0.053;0.558;0.689;0.506;0.588;0.352;0.26;0.504;179;38;495;12
Pavel Nejedly;Clay;9;8;0.023;0.07;0.566;0.621;0.53;0.475;0.5;0.349;0.649;126;17;536;8
Pavel Tsoy;Hard;1;9;0.02;0.085;0.644;0.602;0.507;0.367;0.359;0.288;0.504;39;10;-;0
Pawel Cias;Clay;7;14;0.051;0.039;0.455;0.691;0.549;0.462;0.453;0.295;0.566;117;21;532;8
Pedja Krstin;Clay;54;59;0.04;0.053;0.569;0.67;0.537;0.548;0.449;0.32;0.615;802;113;171;305
Pedja Krstin;Hard;29;43;0.05;0.061;0.564;0.695;0.552;0.592;0.402;0.263;0.569;450;72;171;305
Pedro Cachin;Clay;73;72;0.047;0.048;0.575;0.668;0.54;0.552;0.457;0.349;0.572;1045;145;268;152
Pedro Cachin;Hard;6;8;0.071;0.057;0.552;0.69;0.541;0.588;0.375;0.313;0.582;104;14;268;152
Pedro Martinez;Clay;38;27;0.022;0.059;0.639;0.649;0.573;0.568;0.472;0.357;0.604;511;65;156;336
Pedro Martinez;Hard;16;18;0.036;0.067;0.602;0.673;0.543;0.549;0.408;0.302;0.573;233;34;156;336
Pedro Sakamoto;Clay;45;46;0.04;0.027;0.607;0.658;0.544;0.61;0.409;0.33;0.577;640;91;377;45
Pedro Sousa;Clay;104;57;0.022;0.041;0.708;0.647;0.564;0.59;0.468;0.365;0.604;1321;161;104;550
Pedro Sousa;Hard;2;8;0.031;0.057;0.625;0.653;0.538;0.565;0.327;0.292;0.542;52;10;104;550
Pere Riba;Clay;75;55;0.079;0.03;0.563;0.716;0.522;0.574;0.458;0.338;0.568;908;130;-;0
Pere Riba;Hard;9;17;0.085;0.027;0.578;0.708;0.472;0.598;0.438;0.292;0.514;137;26;-;0
Peter Gojowczyk;Clay;10;22;0.074;0.04;0.535;0.713;0.486;0.566;0.377;0.305;0.492;162;32;59;855
Peter Gojowczyk;Grass;13;11;0.107;0.044;0.566;0.752;0.548;0.639;0.385;0.258;0.542;130;24;59;855
Peter Gojowczyk;Hard;110;74;0.104;0.042;0.542;0.769;0.565;0.594;0.402;0.301;0.568;1239;184;59;855
Peter Kobelt;Hard;10;18;0.142;0.05;0.615;0.733;0.585;0.584;0.38;0.273;0.465;129;28;635;1
Peter Nagy;Clay;13;14;0.019;0.037;0.639;0.619;0.518;0.556;0.477;0.364;0.622;218;27;-;0
Peter Polansky;Clay;18;23;0.047;0.034;0.602;0.662;0.543;0.557;0.424;0.306;0.545;245;41;119;482
Peter Polansky;Grass;4;8;0.078;0.021;0.585;0.707;0.605;0.594;0.382;0.268;0.559;68;12;119;482
Peter Polansky;Hard;116;86;0.065;0.036;0.585;0.709;0.578;0.612;0.409;0.297;0.56;1368;202;119;482
Peter Torebko;Clay;49;37;0.06;0.063;0.591;0.682;0.555;0.556;0.438;0.363;0.602;752;86;491;12
Peter Torebko;Hard;5;12;0.068;0.055;0.521;0.696;0.535;0.579;0.354;0.281;0.54;96;17;491;12
Petr Michnev;Clay;11;17;0.065;0.031;0.541;0.682;0.507;0.585;0.379;0.317;0.547;182;28;-;0
Petr Michnev;Hard;10;11;0.135;0.045;0.562;0.746;0.529;0.602;0.459;0.262;0.556;85;21;-;0
Petros Chrysochos;Hard;11;12;0.035;0.038;0.597;0.637;0.555;0.576;0.429;0.29;0.578;168;23;378;44
Petru Alexandru Luncanu;Clay;10;12;0.013;0.042;0.714;0.585;0.529;0.521;0.466;0.37;0.603;178;22;-;0
Philip Bester;Hard;20;35;0.065;0.054;0.577;0.698;0.567;0.586;0.352;0.296;0.52;315;55;-;0
Philip Davydenko;Clay;9;15;0.024;0.024;0.694;0.62;0.528;0.611;0.374;0.317;0.539;182;24;-;0
Philip Davydenko;Hard;4;7;0.026;0.033;0.695;0.652;0.555;0.5;0.478;0.263;0.619;67;11;-;0
Philipp Kohlschreiber;Clay;65;40;0.057;0.02;0.616;0.705;0.58;0.584;0.434;0.328;0.572;816;105;34;1125
Philipp Kohlschreiber;Grass;18;13;0.096;0.024;0.61;0.758;0.607;0.673;0.364;0.256;0.553;195;31;34;1125
Philipp Kohlschreiber;Hard;70;59;0.075;0.028;0.596;0.74;0.575;0.642;0.393;0.277;0.532;820;129;34;1125
Philipp Oswald;Clay;6;8;0.072;0.039;0.594;0.723;0.572;0.69;0.418;0.313;0.545;79;14;-;0
Philipp Oswald;Hard;8;4;0.086;0.069;0.601;0.717;0.571;0.662;0.48;0.306;0.675;75;12;-;0
Philipp Petzschner;Hard;14;15;0.076;0.051;0.549;0.743;0.576;0.628;0.399;0.267;0.541;163;29;-;0
Pierre Hugues Herbert;Clay;20;26;0.091;0.039;0.563;0.746;0.585;0.638;0.357;0.288;0.487;300;46;55;903
Pierre Hugues Herbert;Grass;12;12;0.108;0.066;0.589;0.74;0.603;0.607;0.346;0.268;0.505;156;24;55;903
Pierre Hugues Herbert;Hard;111;71;0.135;0.053;0.571;0.784;0.598;0.654;0.361;0.268;0.531;1031;182;55;903
Pietro Licciardi;Clay;3;14;0.013;0.024;0.682;0.618;0.556;0.576;0.36;0.295;0.509;111;17;-;0
Pietro Rondoni;Clay;4;9;0.03;0.041;0.597;0.624;0.53;0.461;0.409;0.326;0.514;66;13;498;11
Pol Toledo Bague;Clay;22;19;0.026;0.065;0.622;0.655;0.556;0.561;0.445;0.363;0.594;339;41;521;10
Potito Starace;Clay;37;28;0.04;0.014;0.723;0.688;0.558;0.655;0.453;0.3;0.572;364;65;-;0
Prajnesh Gunneswaran;Clay;15;12;0.056;0.036;0.626;0.693;0.579;0.648;0.446;0.3;0.576;168;27;110;521
Prajnesh Gunneswaran;Hard;52;46;0.07;0.032;0.622;0.71;0.553;0.593;0.437;0.291;0.565;552;98;110;521
Pruchya Isarow;Hard;10;10;0.087;0.077;0.52;0.752;0.554;0.562;0.426;0.293;0.572;136;20;545;7
Puriwat Chatpatcharoen;Hard;4;7;0.098;0.094;0.536;0.709;0.551;0.541;0.414;0.312;0.523;70;11;-;0
Quentin Halys;Clay;30;23;0.088;0.067;0.587;0.745;0.588;0.678;0.412;0.323;0.542;369;53;128;445
Quentin Halys;Hard;78;79;0.125;0.085;0.571;0.765;0.563;0.598;0.403;0.283;0.572;976;157;128;445
Radek Stepanek;Clay;22;17;0.048;0.037;0.623;0.693;0.56;0.599;0.415;0.332;0.569;347;39;-;0
Radek Stepanek;Grass;9;6;0.101;0.038;0.624;0.783;0.548;0.663;0.418;0.281;0.522;79;15;-;0
Radek Stepanek;Hard;30;28;0.069;0.048;0.589;0.724;0.571;0.598;0.392;0.302;0.577;436;58;-;0
Radu Albot;Clay;73;58;0.012;0.034;0.664;0.633;0.548;0.565;0.454;0.333;0.594;1031;131;98;592
Radu Albot;Grass;6;5;0.05;0.031;0.654;0.696;0.624;0.588;0.336;0.284;0.598;113;11;98;592
Radu Albot;Hard;107;88;0.03;0.033;0.658;0.656;0.56;0.583;0.427;0.322;0.576;1510;195;98;592
Rafael Nadal;Clay;122;15;0.028;0.022;0.686;0.705;0.618;0.655;0.468;0.403;0.631;1341;137;2;7480
Rafael Nadal;Grass;16;6;0.069;0.023;0.692;0.742;0.64;0.747;0.413;0.279;0.586;206;22;2;7480
Rafael Nadal;Hard;121;38;0.042;0.026;0.681;0.723;0.615;0.659;0.422;0.317;0.6;1358;159;2;7480
