 PLAYER ; SURFACE ; Rank ; Points ; Games_Played ; W ; L ;   Ace_Pct   ;   Df_Pct   ;   1st_Serve_Pct   ;   1st_Serve_Won_Pct   ;   2nd_Serve_Won_Pct   ;   Break_Pt_Saved_Pct   ;   Break_Pt_Won_Pct   ;   1st_Serve_Return_Won_Pct   ;   2nd_Serve_Return_Won_Pct   
 Egor Gerasimov ; Carpet ; 157,00 ; 334,00 ; 1,00 ; -   ; 1,00 ; 0,09 ; 0,06 ; 0,60 ; 0,62 ; 0,23 ; 0,58 ;  -    ; 0,05 ; 0,40 
 Egor Gerasimov ; Grass ; 157,00 ; 334,00 ; 3,00 ; 1,00 ; 2,00 ; 0,08 ; 0,04 ; 0,68 ; 0,69 ; 0,57 ; 0,46 ; 0,30 ; 0,17 ; 0,52 
 Egor Gerasimov ; Clay ; 157,00 ; 334,00 ; 18,00 ; 8,00 ; 10,00 ; 0,04 ; 0,03 ; 0,64 ; 0,64 ; 0,50 ; 0,59 ; 0,46 ; 0,34 ; 0,60 
 Egor Gerasimov ; Hard ; 157,00 ; 334,00 ; 165,00 ; 102,00 ; 63,00 ; 0,11 ; 0,05 ; 0,63 ; 0,75 ; 0,57 ; 0,64 ; 0,41 ; 0,29 ; 0,55 
 Salvatore Caruso ; Grass ; 158,00 ; 333,00 ; 2,00 ; 1,00 ; 1,00 ; 0,07 ; 0,04 ; 0,66 ; 0,70 ; 0,66 ; 0,87 ; 0,29 ; 0,25 ; 0,55 
 Salvatore Caruso ; Clay ; 158,00 ; 333,00 ; 120,00 ; 56,00 ; 64,00 ; 0,03 ; 0,03 ; 0,62 ; 0,65 ; 0,53 ; 0,56 ; 0,42 ; 0,34 ; 0,55 
 Salvatore Caruso ; Hard ; 158,00 ; 333,00 ; 96,00 ; 50,00 ; 46,00 ; 0,05 ; 0,04 ; 0,58 ; 0,71 ; 0,56 ; 0,59 ; 0,44 ; 0,29 ; 0,59 
 Rogerio Dutra Silva ; Grass ; 159,00 ; 332,00 ; 3,00 ; -   ; 3,00 ; 0,05 ; 0,03 ; 0,64 ; 0,69 ; 0,56 ; 0,43 ; 0,40 ; 0,25 ; 0,53 
 Rogerio Dutra Silva ; Clay ; 159,00 ; 332,00 ; 256,00 ; 149,00 ; 107,00 ; 0,04 ; 0,03 ; 0,62 ; 0,68 ; 0,58 ; 0,60 ; 0,45 ; 0,36 ; 0,58 
 Rogerio Dutra Silva ; Hard ; 159,00 ; 332,00 ; 40,00 ; 16,00 ; 24,00 ; 0,06 ; 0,05 ; 0,58 ; 0,68 ; 0,55 ; 0,58 ; 0,33 ; 0,29 ; 0,55 
 Alessandro Giannessi ; Clay ; 160,00 ; 332,00 ; 169,00 ; 89,00 ; 80,00 ; 0,03 ; 0,04 ; 0,64 ; 0,66 ; 0,58 ; 0,60 ; 0,41 ; 0,33 ; 0,58 
 Alessandro Giannessi ; Hard ; 160,00 ; 332,00 ; 49,00 ; 24,00 ; 25,00 ; 0,05 ; 0,06 ; 0,61 ; 0,68 ; 0,58 ; 0,57 ; 0,35 ; 0,28 ; 0,57 
 Dominik Koepfer ; Grass ; 161,00 ; 331,00 ; 9,00 ; 4,00 ; 5,00 ; 0,07 ; 0,07 ; 0,64 ; 0,71 ; 0,60 ; 0,54 ; 0,36 ; 0,30 ; 0,56 
 Dominik Koepfer ; Clay ; 161,00 ; 331,00 ; 26,00 ; 14,00 ; 12,00 ; 0,04 ; 0,05 ; 0,64 ; 0,66 ; 0,57 ; 0,61 ; 0,47 ; 0,36 ; 0,60 
 Dominik Koepfer ; Hard ; 161,00 ; 331,00 ; 85,00 ; 47,00 ; 38,00 ; 0,05 ; 0,06 ; 0,61 ; 0,69 ; 0,59 ; 0,60 ; 0,38 ; 0,32 ; 0,58 
 Alexander Bublik ; Clay ; 162,00 ; 323,00 ; 23,00 ; 10,00 ; 13,00 ; 0,06 ; 0,09 ; 0,56 ; 0,69 ; 0,50 ; 0,53 ; 0,44 ; 0,35 ; 0,56 
 Alexander Bublik ; Hard ; 162,00 ; 323,00 ; 127,00 ; 78,00 ; 49,00 ; 0,13 ; 0,08 ; 0,58 ; 0,75 ; 0,57 ; 0,58 ; 0,42 ; 0,32 ; 0,56 
 Alexander Bublik ; Grass ; 162,00 ; 323,00 ; 9,00 ; 3,00 ; 6,00 ; 0,14 ; 0,09 ; 0,63 ; 0,70 ; 0,57 ; 0,56 ; 0,32 ; 0,23 ; 0,44 
 Gregoire Barrere ; Grass ; 163,00 ; 322,00 ; 4,00 ; 2,00 ; 2,00 ; 0,05 ; 0,02 ; 0,65 ; 0,74 ; 0,60 ; 0,55 ; 0,10 ; 0,26 ; 0,43 
 Gregoire Barrere ; Clay ; 163,00 ; 322,00 ; 35,00 ; 18,00 ; 17,00 ; 0,04 ; 0,04 ; 0,61 ; 0,66 ; 0,55 ; 0,59 ; 0,42 ; 0,34 ; 0,60 
 Gregoire Barrere ; Hard ; 163,00 ; 322,00 ; 93,00 ; 43,00 ; 50,00 ; 0,08 ; 0,04 ; 0,61 ; 0,72 ; 0,55 ; 0,57 ; 0,36 ; 0,27 ; 0,58 
 Tim Smyczek ; Hard ; 164,00 ; 318,00 ; 227,00 ; 130,00 ; 97,00 ; 0,06 ; 0,03 ; 0,62 ; 0,69 ; 0,56 ; 0,60 ; 0,43 ; 0,30 ; 0,59 
 Tim Smyczek ; Grass ; 164,00 ; 318,00 ; 23,00 ; 9,00 ; 14,00 ; 0,07 ; 0,05 ; 0,59 ; 0,72 ; 0,53 ; 0,59 ; 0,31 ; 0,28 ; 0,56 
 Tim Smyczek ; Clay ; 164,00 ; 318,00 ; 29,00 ; 9,00 ; 20,00 ; 0,06 ; 0,02 ; 0,62 ; 0,65 ; 0,54 ; 0,64 ; 0,38 ; 0,29 ; 0,53 
 Filippo Baldi ; Clay ; 165,00 ; 318,00 ; 50,00 ; 25,00 ; 25,00 ; 0,03 ; 0,03 ; 0,65 ; 0,65 ; 0,54 ; 0,61 ; 0,47 ; 0,33 ; 0,56 
 Filippo Baldi ; Hard ; 165,00 ; 318,00 ; 27,00 ; 17,00 ; 10,00 ; 0,06 ; 0,04 ; 0,61 ; 0,73 ; 0,59 ; 0,69 ; 0,32 ; 0,26 ; 0,56 
 Marc Polmans ; Grass ; 166,00 ; 318,00 ; 12,00 ; 6,00 ; 6,00 ; 0,04 ; 0,04 ; 0,66 ; 0,70 ; 0,57 ; 0,65 ; 0,36 ; 0,31 ; 0,63 
 Marc Polmans ; Clay ; 166,00 ; 318,00 ; 26,00 ; 14,00 ; 12,00 ; 0,03 ; 0,05 ; 0,62 ; 0,65 ; 0,59 ; 0,60 ; 0,45 ; 0,36 ; 0,59 
 Marc Polmans ; Hard ; 166,00 ; 318,00 ; 81,00 ; 37,00 ; 44,00 ; 0,03 ; 0,05 ; 0,64 ; 0,66 ; 0,56 ; 0,56 ; 0,42 ; 0,32 ; 0,59 
 Oscar Otte ; Carpet ; 167,00 ; 317,00 ; 1,00 ; -   ; 1,00 ; 0,01 ; 0,15 ; 0,46 ; 0,65 ; 0,56 ; 0,60 ; 0,67 ; 0,27 ; 0,60 
 Oscar Otte ; Grass ; 167,00 ; 317,00 ; 5,00 ; 4,00 ; 1,00 ; 0,09 ; 0,07 ; 0,60 ; 0,74 ; 0,64 ; 0,52 ; 0,44 ; 0,35 ; 0,56 
 Oscar Otte ; Clay ; 167,00 ; 317,00 ; 82,00 ; 51,00 ; 31,00 ; 0,07 ; 0,06 ; 0,61 ; 0,71 ; 0,55 ; 0,62 ; 0,49 ; 0,34 ; 0,57 
 Oscar Otte ; Hard ; 167,00 ; 317,00 ; 48,00 ; 24,00 ; 24,00 ; 0,11 ; 0,07 ; 0,60 ; 0,74 ; 0,55 ; 0,57 ; 0,43 ; 0,29 ; 0,60 
 Luca Vanni ; Grass ; 168,00 ; 317,00 ; 4,00 ; -   ; 4,00 ; 0,12 ; 0,04 ; 0,62 ; 0,70 ; 0,60 ; 0,61 ; 0,13 ; 0,26 ; 0,48 
 Luca Vanni ; Carpet ; 168,00 ; 317,00 ; 4,00 ; 2,00 ; 2,00 ; 0,16 ; 0,05 ; 0,49 ; 0,88 ; 0,53 ; 0,64 ; 0,39 ; 0,27 ; 0,51 
 Luca Vanni ; Clay ; 168,00 ; 317,00 ; 62,00 ; 29,00 ; 33,00 ; 0,11 ; 0,03 ; 0,58 ; 0,73 ; 0,53 ; 0,63 ; 0,38 ; 0,30 ; 0,50 
 Luca Vanni ; Hard ; 168,00 ; 317,00 ; 159,00 ; 88,00 ; 71,00 ; 0,14 ; 0,04 ; 0,60 ; 0,77 ; 0,54 ; 0,65 ; 0,38 ; 0,28 ; 0,54 
 Henri Laaksonen ; Grass ; 169,00 ; 311,00 ; 1,00 ; -   ; 1,00 ; 0,08 ; 0,03 ; 0,59 ; 0,80 ; 0,47 ; 0,50 ; 0,14 ; 0,21 ; 0,49 
 Henri Laaksonen ; Clay ; 169,00 ; 311,00 ; 119,00 ; 60,00 ; 59,00 ; 0,05 ; 0,06 ; 0,62 ; 0,68 ; 0,56 ; 0,59 ; 0,42 ; 0,35 ; 0,56 
 Henri Laaksonen ; Hard ; 169,00 ; 311,00 ; 150,00 ; 81,00 ; 69,00 ; 0,08 ; 0,06 ; 0,59 ; 0,72 ; 0,56 ; 0,59 ; 0,41 ; 0,30 ; 0,58 
 Christopher Eubanks ; Clay ; 170,00 ; 307,00 ; 1,00 ; -   ; 1,00 ; 0,05 ; 0,07 ; 0,63 ; 0,68 ; 0,69 ; 0,33 ; 0,50 ; 0,36 ; 0,57 
 Christopher Eubanks ; Grass ; 170,00 ; 307,00 ; 6,00 ; 2,00 ; 4,00 ; 0,10 ; 0,06 ; 0,65 ; 0,73 ; 0,58 ; 0,69 ; 0,38 ; 0,23 ; 0,45 
 Christopher Eubanks ; Hard ; 170,00 ; 307,00 ; 70,00 ; 38,00 ; 32,00 ; 0,15 ; 0,07 ; 0,63 ; 0,76 ; 0,61 ; 0,61 ; 0,35 ; 0,27 ; 0,52 
 Pedja Krstin ; Clay ; 171,00 ; 305,00 ; 113,00 ; 54,00 ; 59,00 ; 0,04 ; 0,05 ; 0,57 ; 0,67 ; 0,54 ; 0,55 ; 0,45 ; 0,32 ; 0,62 
 Pedja Krstin ; Hard ; 171,00 ; 305,00 ; 72,00 ; 29,00 ; 43,00 ; 0,05 ; 0,06 ; 0,56 ; 0,70 ; 0,55 ; 0,59 ; 0,40 ; 0,26 ; 0,57 
 Brayden Schnur ; Grass ; 172,00 ; 303,00 ; 10,00 ; 7,00 ; 3,00 ; 0,09 ; 0,01 ; 0,71 ; 0,69 ; 0,59 ; 0,65 ; 0,40 ; 0,30 ; 0,56 
 Brayden Schnur ; Hard ; 172,00 ; 303,00 ; 109,00 ; 54,00 ; 55,00 ; 0,09 ; 0,05 ; 0,65 ; 0,72 ; 0,57 ; 0,62 ; 0,36 ; 0,27 ; 0,55 
 Horacio Zeballos ; Grass ; 173,00 ; 300,00 ; 8,00 ; 1,00 ; 7,00 ; 0,08 ; 0,03 ; 0,64 ; 0,70 ; 0,53 ; 0,58 ; 0,26 ; 0,21 ; 0,47 
 Horacio Zeballos ; Clay ; 173,00 ; 300,00 ; 218,00 ; 130,00 ; 88,00 ; 0,08 ; 0,03 ; 0,62 ; 0,73 ; 0,57 ; 0,64 ; 0,40 ; 0,29 ; 0,55 
 Horacio Zeballos ; Hard ; 173,00 ; 300,00 ; 71,00 ; 33,00 ; 38,00 ; 0,08 ; 0,04 ; 0,59 ; 0,74 ; 0,58 ; 0,59 ; 0,40 ; 0,23 ; 0,54 
 Nikola Milojevic ; Clay ; 174,00 ; 300,00 ; 47,00 ; 21,00 ; 26,00 ; 0,04 ; 0,05 ; 0,58 ; 0,66 ; 0,54 ; 0,52 ; 0,45 ; 0,33 ; 0,58 
 Nikola Milojevic ; Hard ; 174,00 ; 300,00 ; 111,00 ; 60,00 ; 51,00 ; 0,06 ; 0,06 ; 0,58 ; 0,70 ; 0,57 ; 0,60 ; 0,47 ; 0,31 ; 0,60 
 Alexey Vatutin ; Grass ; 175,00 ; 298,00 ; 2,00 ; 1,00 ; 1,00 ; 0,02 ; 0,10 ; 0,56 ; 0,69 ; 0,49 ; 0,46 ; 0,47 ; 0,38 ; 0,82 
 Alexey Vatutin ; Clay ; 175,00 ; 298,00 ; 82,00 ; 41,00 ; 41,00 ; 0,01 ; 0,05 ; 0,65 ; 0,63 ; 0,54 ; 0,53 ; 0,46 ; 0,35 ; 0,63 
 Alexey Vatutin ; Hard ; 175,00 ; 298,00 ; 80,00 ; 41,00 ; 39,00 ; 0,03 ; 0,05 ; 0,60 ; 0,67 ; 0,60 ; 0,58 ; 0,41 ; 0,30 ; 0,61 
 Andrea Arnaboldi ; Carpet ; 176,00 ; 297,00 ; 4,00 ; 2,00 ; 2,00 ; 0,04 ; 0,06 ; 0,52 ; 0,72 ; 0,50 ; 0,59 ; 0,29 ; 0,28 ; 0,70 
 Andrea Arnaboldi ; Clay ; 176,00 ; 297,00 ; 171,00 ; 86,00 ; 85,00 ; 0,04 ; 0,04 ; 0,58 ; 0,67 ; 0,57 ; 0,61 ; 0,43 ; 0,31 ; 0,57 
 Andrea Arnaboldi ; Hard ; 176,00 ; 297,00 ; 135,00 ; 55,00 ; 80,00 ; 0,06 ; 0,04 ; 0,57 ; 0,71 ; 0,57 ; 0,61 ; 0,37 ; 0,24 ; 0,55 
 Kamil Majchrzak ; Grass ; 177,00 ; 293,00 ; 7,00 ; 5,00 ; 2,00 ; 0,06 ; 0,03 ; 0,61 ; 0,74 ; 0,56 ; 0,68 ; 0,44 ; 0,26 ; 0,63 
 Kamil Majchrzak ; Clay ; 177,00 ; 293,00 ; 97,00 ; 52,00 ; 45,00 ; 0,04 ; 0,03 ; 0,58 ; 0,67 ; 0,54 ; 0,56 ; 0,47 ; 0,37 ; 0,59 
 Kamil Majchrzak ; Hard ; 177,00 ; 293,00 ; 56,00 ; 31,00 ; 25,00 ; 0,06 ; 0,04 ; 0,60 ; 0,70 ; 0,54 ; 0,61 ; 0,44 ; 0,33 ; 0,60 
 Nicolas Kicker ; Grass ; 178,00 ; 285,00 ; 1,00 ; -   ; 1,00 ; 0,04 ;  -    ; 0,69 ; 0,63 ; 0,74 ; 0,57 ;  -    ; 0,27 ; 0,31 
 Nicolas Kicker ; Clay ; 178,00 ; 285,00 ; 174,00 ; 99,00 ; 75,00 ; 0,03 ; 0,04 ; 0,64 ; 0,67 ; 0,57 ; 0,58 ; 0,43 ; 0,34 ; 0,58 
 Nicolas Kicker ; Hard ; 178,00 ; 285,00 ; 23,00 ; 9,00 ; 14,00 ; 0,03 ; 0,04 ; 0,63 ; 0,66 ; 0,58 ; 0,61 ; 0,38 ; 0,28 ; 0,54 
 Sebastian Ofner ; Grass ; 179,00 ; 285,00 ; 5,00 ; 3,00 ; 2,00 ; 0,07 ; 0,05 ; 0,62 ; 0,71 ; 0,58 ; 0,65 ; 0,33 ; 0,31 ; 0,54 
 Sebastian Ofner ; Clay ; 179,00 ; 285,00 ; 68,00 ; 34,00 ; 34,00 ; 0,07 ; 0,05 ; 0,53 ; 0,72 ; 0,54 ; 0,58 ; 0,42 ; 0,33 ; 0,55 
 Sebastian Ofner ; Hard ; 179,00 ; 285,00 ; 44,00 ; 23,00 ; 21,00 ; 0,13 ; 0,05 ; 0,58 ; 0,74 ; 0,58 ; 0,62 ; 0,35 ; 0,25 ; 0,57 
 Aleksandr Nedovyesov ; Carpet ; 180,00 ; 283,00 ; 1,00 ; -   ; 1,00 ; 0,03 ;  -    ; 0,44 ; 0,50 ; 0,28 ; 0,33 ;  -    ; 0,14 ; 0,44 
 Aleksandr Nedovyesov ; Grass ; 180,00 ; 283,00 ; 5,00 ; 1,00 ; 4,00 ; 0,09 ; 0,02 ; 0,71 ; 0,73 ; 0,46 ; 0,63 ; 0,29 ; 0,26 ; 0,48 
 Aleksandr Nedovyesov ; Clay ; 180,00 ; 283,00 ; 99,00 ; 52,00 ; 47,00 ; 0,05 ; 0,03 ; 0,67 ; 0,68 ; 0,54 ; 0,57 ; 0,40 ; 0,33 ; 0,54 
 Aleksandr Nedovyesov ; Hard ; 180,00 ; 283,00 ; 143,00 ; 76,00 ; 67,00 ; 0,07 ; 0,03 ; 0,67 ; 0,70 ; 0,56 ; 0,60 ; 0,41 ; 0,30 ; 0,57 
 Roberto Quiroz ; Grass ; 181,00 ; 281,00 ; 11,00 ; 7,00 ; 4,00 ; 0,07 ; 0,03 ; 0,68 ; 0,70 ; 0,56 ; 0,65 ; 0,38 ; 0,28 ; 0,50 
 Roberto Quiroz ; Clay ; 181,00 ; 281,00 ; 69,00 ; 34,00 ; 35,00 ; 0,06 ; 0,04 ; 0,63 ; 0,69 ; 0,56 ; 0,60 ; 0,42 ; 0,31 ; 0,53 
 Roberto Quiroz ; Hard ; 181,00 ; 281,00 ; 65,00 ; 35,00 ; 30,00 ; 0,06 ; 0,04 ; 0,64 ; 0,71 ; 0,59 ; 0,67 ; 0,39 ; 0,30 ; 0,52 
 Daniel Brands ; Carpet ; 182,00 ; 278,00 ; 2,00 ; 1,00 ; 1,00 ; 0,14 ; 0,03 ; 0,68 ; 0,76 ; 0,56 ; 0,67 ; 0,75 ; 0,26 ; 0,44 
 Daniel Brands ; Grass ; 182,00 ; 278,00 ; 15,00 ; 9,00 ; 6,00 ; 0,14 ; 0,03 ; 0,74 ; 0,74 ; 0,68 ; 0,64 ; 0,32 ; 0,25 ; 0,50 
 Daniel Brands ; Clay ; 182,00 ; 278,00 ; 57,00 ; 25,00 ; 32,00 ; 0,09 ; 0,04 ; 0,65 ; 0,71 ; 0,58 ; 0,62 ; 0,34 ; 0,27 ; 0,52 
 Daniel Brands ; Hard ; 182,00 ; 278,00 ; 116,00 ; 63,00 ; 53,00 ; 0,12 ; 0,04 ; 0,67 ; 0,75 ; 0,57 ; 0,67 ; 0,36 ; 0,26 ; 0,53 
 Andrej Martin ; Grass ; 183,00 ; 277,00 ; 2,00 ; -   ; 2,00 ; 0,05 ; 0,03 ; 0,65 ; 0,63 ; 0,38 ; 0,44 ; 0,60 ; 0,28 ; 0,38 
 Andrej Martin ; Clay ; 183,00 ; 277,00 ; 223,00 ; 131,00 ; 92,00 ; 0,04 ; 0,05 ; 0,62 ; 0,66 ; 0,56 ; 0,56 ; 0,44 ; 0,37 ; 0,59 
 Andrej Martin ; Hard ; 183,00 ; 277,00 ; 43,00 ; 15,00 ; 28,00 ; 0,05 ; 0,06 ; 0,58 ; 0,67 ; 0,55 ; 0,57 ; 0,37 ; 0,31 ; 0,56 
 Mohamed Safwat ; Grass ; 184,00 ; 276,00 ; 5,00 ; 3,00 ; 2,00 ; 0,10 ; 0,05 ; 0,68 ; 0,74 ; 0,56 ; 0,44 ; 0,46 ; 0,31 ; 0,54 
 Mohamed Safwat ; Clay ; 184,00 ; 276,00 ; 86,00 ; 31,00 ; 55,00 ; 0,04 ; 0,04 ; 0,58 ; 0,68 ; 0,56 ; 0,55 ; 0,38 ; 0,29 ; 0,56 
 Mohamed Safwat ; Hard ; 184,00 ; 276,00 ; 97,00 ; 43,00 ; 54,00 ; 0,06 ; 0,04 ; 0,61 ; 0,70 ; 0,54 ; 0,64 ; 0,36 ; 0,29 ; 0,52 
 Yasutaka Uchiyama ; Clay ; 185,00 ; 275,00 ; 14,00 ; 5,00 ; 9,00 ; 0,06 ; 0,03 ; 0,61 ; 0,65 ; 0,54 ; 0,63 ; 0,43 ; 0,30 ; 0,63 
 Yasutaka Uchiyama ; Hard ; 185,00 ; 275,00 ; 181,00 ; 95,00 ; 86,00 ; 0,10 ; 0,03 ; 0,64 ; 0,73 ; 0,56 ; 0,63 ; 0,38 ; 0,28 ; 0,55 
 Yasutaka Uchiyama ; Grass ; 185,00 ; 275,00 ; 4,00 ; -   ; 4,00 ; 0,11 ; 0,04 ; 0,67 ; 0,77 ; 0,53 ; 0,72 ; 0,27 ; 0,26 ; 0,42 
 Yasutaka Uchiyama ; Carpet ; 185,00 ; 275,00 ; 4,00 ; 2,00 ; 2,00 ; 0,20 ; 0,01 ; 0,64 ; 0,81 ; 0,46 ; 0,63 ; 0,39 ; 0,32 ; 0,58 
 James Ward ; Grass ; 186,00 ; 273,00 ; 32,00 ; 10,00 ; 22,00 ; 0,09 ; 0,03 ; 0,63 ; 0,71 ; 0,57 ; 0,59 ; 0,29 ; 0,23 ; 0,51 
 James Ward ; Clay ; 186,00 ; 273,00 ; 36,00 ; 16,00 ; 20,00 ; 0,06 ; 0,03 ; 0,62 ; 0,68 ; 0,51 ; 0,57 ; 0,39 ; 0,32 ; 0,53 
 James Ward ; Hard ; 186,00 ; 273,00 ; 146,00 ; 82,00 ; 64,00 ; 0,11 ; 0,04 ; 0,59 ; 0,73 ; 0,57 ; 0,60 ; 0,41 ; 0,28 ; 0,57 
 Ernesto Escobedo ; Grass ; 187,00 ; 272,00 ; 16,00 ; 9,00 ; 7,00 ; 0,09 ; 0,04 ; 0,63 ; 0,76 ; 0,60 ; 0,63 ; 0,45 ; 0,21 ; 0,52 
 Ernesto Escobedo ; Clay ; 187,00 ; 272,00 ; 33,00 ; 15,00 ; 18,00 ; 0,07 ; 0,05 ; 0,55 ; 0,72 ; 0,60 ; 0,63 ; 0,37 ; 0,26 ; 0,52 
 Ernesto Escobedo ; Hard ; 187,00 ; 272,00 ; 133,00 ; 77,00 ; 56,00 ; 0,09 ; 0,04 ; 0,57 ; 0,74 ; 0,58 ; 0,63 ; 0,39 ; 0,27 ; 0,56 
 Blaz Rola ; Grass ; 188,00 ; 272,00 ; 9,00 ; 4,00 ; 5,00 ; 0,08 ; 0,03 ; 0,64 ; 0,70 ; 0,51 ; 0,66 ; 0,39 ; 0,27 ; 0,48 
 Blaz Rola ; Clay ; 188,00 ; 272,00 ; 166,00 ; 101,00 ; 65,00 ; 0,06 ; 0,04 ; 0,61 ; 0,69 ; 0,57 ; 0,61 ; 0,41 ; 0,34 ; 0,58 
 Blaz Rola ; Hard ; 188,00 ; 272,00 ; 129,00 ; 70,00 ; 59,00 ; 0,08 ; 0,03 ; 0,66 ; 0,72 ; 0,57 ; 0,62 ; 0,39 ; 0,30 ; 0,56 
 Daniel Gimeno Traver ; Grass ; 189,00 ; 271,00 ; 6,00 ; -   ; 6,00 ; 0,05 ; 0,03 ; 0,61 ; 0,64 ; 0,51 ; 0,53 ; 0,26 ; 0,22 ; 0,51 
 Daniel Gimeno Traver ; Clay ; 189,00 ; 271,00 ; 221,00 ; 131,00 ; 90,00 ; 0,04 ; 0,05 ; 0,60 ; 0,68 ; 0,56 ; 0,58 ; 0,44 ; 0,35 ; 0,60 
 Daniel Gimeno Traver ; Hard ; 189,00 ; 271,00 ; 38,00 ; 11,00 ; 27,00 ; 0,05 ; 0,04 ; 0,58 ; 0,69 ; 0,58 ; 0,56 ; 0,38 ; 0,26 ; 0,54 
 Nicolas Mahut ; Grass ; 190,00 ; 270,00 ; 34,00 ; 21,00 ; 13,00 ; 0,10 ; 0,04 ; 0,64 ; 0,76 ; 0,58 ; 0,64 ; 0,39 ; 0,30 ; 0,53 
 Nicolas Mahut ; Clay ; 190,00 ; 270,00 ; 30,00 ; 9,00 ; 21,00 ; 0,05 ; 0,03 ; 0,62 ; 0,68 ; 0,52 ; 0,57 ; 0,38 ; 0,29 ; 0,45 
 Nicolas Mahut ; Hard ; 190,00 ; 270,00 ; 157,00 ; 80,00 ; 77,00 ; 0,08 ; 0,04 ; 0,60 ; 0,75 ; 0,56 ; 0,58 ; 0,38 ; 0,27 ; 0,55 
 Hiroki Moriya ; Clay ; 191,00 ; 268,00 ; 8,00 ; -   ; 8,00 ; 0,01 ; 0,06 ; 0,62 ; 0,57 ; 0,44 ; 0,52 ; 0,29 ; 0,28 ; 0,51 
 Hiroki Moriya ; Carpet ; 191,00 ; 268,00 ; 7,00 ; 3,00 ; 4,00 ; 0,05 ; 0,04 ; 0,55 ; 0,72 ; 0,54 ; 0,51 ; 0,45 ; 0,30 ; 0,57 
 Hiroki Moriya ; Grass ; 191,00 ; 268,00 ; 24,00 ; 10,00 ; 14,00 ; 0,03 ; 0,04 ; 0,65 ; 0,65 ; 0,57 ; 0,59 ; 0,41 ; 0,27 ; 0,50 
 Hiroki Moriya ; Hard ; 191,00 ; 268,00 ; 239,00 ; 119,00 ; 120,00 ; 0,04 ; 0,04 ; 0,58 ; 0,67 ; 0,55 ; 0,57 ; 0,40 ; 0,33 ; 0,59 
 Daniel Evans ; Grass ; 192,00 ; 266,00 ; 32,00 ; 19,00 ; 13,00 ; 0,07 ; 0,04 ; 0,63 ; 0,73 ; 0,58 ; 0,67 ; 0,42 ; 0,29 ; 0,55 
 Daniel Evans ; Clay ; 192,00 ; 266,00 ; 11,00 ; 3,00 ; 8,00 ; 0,04 ; 0,04 ; 0,66 ; 0,63 ; 0,48 ; 0,53 ; 0,34 ; 0,34 ; 0,49 
 Daniel Evans ; Hard ; 192,00 ; 266,00 ; 128,00 ; 83,00 ; 45,00 ; 0,06 ; 0,05 ; 0,60 ; 0,73 ; 0,58 ; 0,63 ; 0,44 ; 0,31 ; 0,58 
 John Patrick Smith ; Carpet ; 193,00 ; 264,00 ; 8,00 ; 5,00 ; 3,00 ; 0,18 ; 0,02 ; 0,67 ; 0,82 ; 0,51 ; 0,72 ; 0,33 ; 0,24 ; 0,52 
 John Patrick Smith ; Grass ; 193,00 ; 264,00 ; 41,00 ; 20,00 ; 21,00 ; 0,09 ; 0,02 ; 0,69 ; 0,72 ; 0,58 ; 0,68 ; 0,38 ; 0,27 ; 0,52 
 John Patrick Smith ; Clay ; 193,00 ; 264,00 ; 10,00 ; 5,00 ; 5,00 ; 0,04 ; 0,02 ; 0,69 ; 0,63 ; 0,52 ; 0,57 ; 0,47 ; 0,31 ; 0,56 
 John Patrick Smith ; Hard ; 193,00 ; 264,00 ; 205,00 ; 107,00 ; 98,00 ; 0,08 ; 0,03 ; 0,66 ; 0,71 ; 0,55 ; 0,64 ; 0,39 ; 0,30 ; 0,56 
 Yosuke Watanuki ; Hard ; 194,00 ; 263,00 ; 69,00 ; 43,00 ; 26,00 ; 0,08 ; 0,05 ; 0,57 ; 0,72 ; 0,55 ; 0,59 ; 0,44 ; 0,35 ; 0,58 
 Yosuke Watanuki ; Clay ; 194,00 ; 263,00 ; 4,00 ; 2,00 ; 2,00 ; 0,08 ; 0,05 ; 0,57 ; 0,69 ; 0,52 ; 0,52 ; 0,38 ; 0,35 ; 0,63 
 Stephane Robert ; Grass ; 195,00 ; 262,00 ; 11,00 ; 5,00 ; 6,00 ; 0,08 ; 0,08 ; 0,55 ; 0,76 ; 0,58 ; 0,60 ; 0,45 ; 0,26 ; 0,57 
 Stephane Robert ; Clay ; 195,00 ; 262,00 ; 86,00 ; 44,00 ; 42,00 ; 0,05 ; 0,04 ; 0,54 ; 0,69 ; 0,52 ; 0,58 ; 0,42 ; 0,33 ; 0,60 
 Stephane Robert ; Hard ; 195,00 ; 262,00 ; 132,00 ; 69,00 ; 63,00 ; 0,08 ; 0,06 ; 0,53 ; 0,73 ; 0,54 ; 0,59 ; 0,44 ; 0,33 ; 0,58 
 Maxime Janvier ; Clay ; 196,00 ; 262,00 ; 78,00 ; 43,00 ; 35,00 ; 0,05 ; 0,04 ; 0,58 ; 0,70 ; 0,54 ; 0,60 ; 0,42 ; 0,35 ; 0,58 
 Maxime Janvier ; Hard ; 196,00 ; 262,00 ; 93,00 ; 44,00 ; 49,00 ; 0,06 ; 0,04 ; 0,59 ; 0,73 ; 0,57 ; 0,62 ; 0,40 ; 0,29 ; 0,55 
